4 , 1.6689300537109375e-06,4.0531158447265625e-06,7.152557373046875e-07
8 , 6.4373016357421875e-06,4.291534423828125e-06,7.152557373046875e-07
12 , 3.933906555175781e-05,5.7220458984375e-06,7.152557373046875e-07
16 , 0.00026702880859375,7.867813110351562e-06,1.430511474609375e-06
20 , 0.002153635025024414,1.1205673217773438e-05,1.9073486328125e-06
24 , 0.018001079559326172,2.1219253540039062e-05,2.6226043701171875e-06
28 , 0.09737801551818848,2.4318695068359375e-05,3.0994415283203125e-06
32 , 0.7288897037506104,3.314018249511719e-05,4.0531158447265625e-06
36 , 4.890801429748535,2.956390380859375e-05,3.5762786865234375e-06
40 , 31.384173154830933,3.0517578125e-05,3.814697265625e-06
